equal_investment,min_market_cap,max_market_cap,min_score_threshold,technical_weight,sentiment_weight,total_operations,roi,avg_profit_per_op,win_rate
1,1,100000000000000,-0.5,0.6,0.4,189,0.76,0.76,49.21
1,1000000,100000000000000,-0.5,0.6,0.4,189,0.76,0.76,49.21
1,10000000,100000000000000,-0.5,0.6,0.4,187,1.03,1.03,49.73
1,10000000,1000000000,-0.5,0.6,0.4,87,-1.5,-1.5,39.08
1,50000000,10000000000,-0.5,0.6,0.4,130,0.38,0.38,49.23
1,100000000,1000000000000,-0.5,0.6,0.4,158,1.13,1.13,51.27
1,1000000000,100000000000000,-0.5,0.6,0.4,100,3.22,3.22,59.0
1,1,100000000000000,-0.5,0.7,0.3,189,0.76,0.76,49.21
1,1000000,100000000000000,-0.5,0.7,0.3,189,0.76,0.76,49.21
1,10000000,100000000000000,-0.5,0.7,0.3,187,1.03,1.03,49.73
1,10000000,1000000000,-0.5,0.7,0.3,87,-1.5,-1.5,39.08
1,50000000,10000000000,-0.5,0.7,0.3,130,0.38,0.38,49.23
1,100000000,1000000000000,-0.5,0.7,0.3,158,1.13,1.13,51.27
1,1000000000,100000000000000,-0.5,0.7,0.3,100,3.22,3.22,59.0
1,1,100000000000000,-0.5,0.75,0.25,189,0.76,0.76,49.21
1,1000000,100000000000000,-0.5,0.75,0.25,189,0.76,0.76,49.21
1,10000000,100000000000000,-0.5,0.75,0.25,187,1.03,1.03,49.73
1,10000000,1000000000,-0.5,0.75,0.25,87,-1.5,-1.5,39.08
1,50000000,10000000000,-0.5,0.75,0.25,130,0.38,0.38,49.23
1,100000000,1000000000000,-0.5,0.75,0.25,158,1.13,1.13,51.27
1,1000000000,100000000000000,-0.5,0.75,0.25,100,3.22,3.22,59.0
1,1,100000000000000,-0.5,0.8,0.2,189,0.76,0.76,49.21
1,1000000,100000000000000,-0.5,0.8,0.2,189,0.76,0.76,49.21
1,10000000,100000000000000,-0.5,0.8,0.2,187,1.03,1.03,49.73
1,10000000,1000000000,-0.5,0.8,0.2,87,-1.5,-1.5,39.08
1,50000000,10000000000,-0.5,0.8,0.2,130,0.38,0.38,49.23
