score_threshold,equal_investment,technical_weight,sentiment_weight,min_market_cap,max_market_cap,total_operations,roi,avg_profit_per_op,win_rate
0.2,True,0,1,1,100000000000000,799,-0.339987484355444,-0.339987484355444,50.1878473091364
0.2,True,0,1,1000000,100000000000000,799,-0.339987484355444,-0.339987484355444,50.1878473091364
-0.5,True,0.9,0.1,10000000,100000000000000,3122,-0.339718129404228,-0.339718129404228,49.5532575272261
-0.5,True,0.95,0.05,10000000,100000000000000,3122,-0.339718129404228,-0.339718129404228,49.5532575272261
-0.5,True,1,0,10000000,100000000000000,3122,-0.339718129404228,-0.339718129404228,49.5532575272261
0.1,True,0.2,0.8,10000000,100000000000000,1055,-0.338872037914692,-0.338872037914692,50.7116587677725
0.3,False,0,1,100000000,1000000000000,433,-0.916073903002309,-0.334087759815243,52.1956120092379
0.3,False,0.95,0.05,50000000,10000000000,33,-1.23242424242424,-0.332727272727273,54.5454545454546
0.35,True,1,0,10000000,1000000000,16,-0.32875,-0.32875,62.499375
0.35,True,0.95,0.05,100000000,1000000000000,8,-0.3275,-0.3275,50
0,True,0,1,10000000,100000000000000,2692,-0.327444279346211,-0.327444279346211,49.5530794947994
0.3,False,0,1,1,100000000000000,504,-1.21051587301587,-0.323710317460317,48.8076587301587
0.3,False,0,1,1000000,100000000000000,504,-1.21051587301587,-0.323710317460317,48.8076587301587
0.35,False,0.8,0.2,50000000,10000000000,6,-2.02666666666667,-0.323333333333333,66.6666666666667
0.35,False,0.85,0.15,50000000,10000000000,6,-2.02666666666667,-0.323333333333333,66.6666666666667
0.15,True,0,1,1,100000000000000,999,-0.323013013013013,-0.323013013013013,48.9502302302302
0.15,True,0,1,1000000,100000000000000,999,-0.323013013013013,-0.323013013013013,48.9502302302302
0.1,True,0.8,0.2,10000000,1000000000,389,-0.320514138817481,-0.320514138817481,51.1562724935733
-0.5,True,0,1,10000000,100000000000000,3105,-0.316621578099839,-0.316621578099839,49.5637037037037
0.3,False,0,1,10000000,100000000000000,488,-1.10608606557377,-0.31344262295082,49.5891393442623
0.15,True,0,1,50000000,10000000000,645,-0.308046511627907,-0.308046511627907,50.3867596899225
0.3,True,0.2,0.8,1,100000000000000,351,-0.307464387464388,-0.307464387464388,51.8488888888889
0.3,True,0.2,0.8,1000000,100000000000000,351,-0.307464387464388,-0.307464387464388,51.8488888888889
0.35,False,0.2,0.8,100000000,1000000000000,202,-1.25935643564356,-0.303910891089109,52.4777722772277
0.35,False,0.75,0.25,50000000,10000000000,7,-2.35428571428571,-0.302857142857143,57.1428571428571
-0.5,True,0.2,0.8,10000000,100000000000000,3115,-0.301351524879615,-0.301351524879615,49.6329470304976
0.25,True,0.9,0.1,10000000,1000000000,55,-0.290545454545455,-0.290545454545455,52.7294545454545
0.35,False,0.2,0.8,10000000,1000000000,104,-3.00355769230769,-0.285576923076923,44.2317307692308
0.35,False,0.85,0.15,10000000,100000000000000,13,-3.95538461538462,-0.277692307692308,53.8438461538462
0.3,False,0,1,10000000,1000000000,213,-2.24403755868545,-0.275070422535211,42.72220657277
0.35,False,0.85,0.15,1,100000000000000,14,-3.79357142857143,-0.264285714285714,49.9971428571429
0.35,False,0.85,0.15,1000000,100000000000000,14,-3.79357142857143,-0.264285714285714,49.9971428571429
0.3,False,0.95,0.05,100000000,1000000000000,43,-0.313720930232558,-0.257674418604651,55.8118604651163
0.25,True,0.85,0.15,10000000,100000000000000,119,-0.254873949579832,-0.254873949579832,52.9412605042017
0.25,True,0,1,100000000,1000000000000,556,-0.248129496402878,-0.248129496402878,54.1387769784173
0.1,True,0,1,10000000,100000000000000,1112,-0.246627697841727,-0.246627697841727,50.4484262589928
0.3,True,0.8,0.2,1,100000000000000,37,-0.244054054054054,-0.244054054054054,51.3516216216216
0.3,True,0.8,0.2,1000000,100000000000000,37,-0.244054054054054,-0.244054054054054,51.3516216216216
0.3,True,0.7,0.3,1,100000000000000,47,-0.243404255319149,-0.243404255319149,55.3217021276596
0.3,True,0.7,0.3,1000000,100000000000000,47,-0.243404255319149,-0.243404255319149,55.3217021276596
0.25,True,0.2,0.8,1,100000000000000,468,-0.240811965811966,-0.240811965811966,51.0659829059829
0.25,True,0.2,0.8,1000000,100000000000000,468,-0.240811965811966,-0.240811965811966,51.0659829059829
0.1,True,0.9,0.1,10000000,1000000000,383,-0.239530026109661,-0.239530026109661,52.2194255874674
0.25,False,0.2,0.8,50000000,10000000000,322,-1.10316770186335,-0.238788819875776,51.8654968944099
0.15,True,0.4,0.6,50000000,10000000000,473,-0.237124735729387,-0.237124735729387,53.0645665961945
0.35,False,0.4,0.6,50000000,10000000000,64,-0.87203125,-0.23703125,54.6890625
0.1,True,0.2,0.8,1,100000000000000,1087,-0.235234590616375,-0.235234590616375,49.7694480220791
0.1,True,0.2,0.8,1000000,100000000000000,1087,-0.235234590616375,-0.235234590616375,49.7694480220791
0.15,True,0.4,0.6,10000000,100000000000000,726,-0.228925619834711,-0.228925619834711,53.1687878787879
0.35,True,0.2,0.8,1,100000000000000,227,-0.224493392070485,-0.224493392070485,51.099691629956
0.35,True,0.2,0.8,1000000,100000000000000,227,-0.224493392070485,-0.224493392070485,51.099691629956
0.3,False,0.6,0.4,50000000,10000000000,41,-1.01341463414634,-0.220975609756097,56.0960975609756
0.3,True,0.8,0.2,10000000,100000000000000,35,-0.217428571428571,-0.217428571428571,51.4282857142857
0.35,False,0.9,0.1,10000000,100000000000000,15,-3.50266666666667,-0.212666666666667,53.334
0.3,False,0.95,0.05,10000000,100000000000000,59,-1.32762711864407,-0.208135593220339,52.5437288135593
0.3,False,0.2,0.8,10000000,1000000000,146,-1.90356164383562,-0.208013698630137,45.2080136986301
0.25,True,0.85,0.15,1,100000000000000,125,-0.20744,-0.20744,52.00256
0.25,True,0.85,0.15,1000000,100000000000000,125,-0.20744,-0.20744,52.00256
0.2,False,0,1,10000000,1000000000,314,-1.89662420382166,-0.20671974522293,42.3564012738853
0.25,True,0.8,0.2,10000000,100000000000000,111,-0.205315315315315,-0.205315315315315,54.0563963963964
0.3,True,0.95,0.05,1000000000,100000000000000,30,-0.203666666666667,-0.203666666666667,50.0023333333333
0.35,False,0.4,0.6,1000000000,100000000000000,50,-0.0126,-0.2008,60.001
0.25,True,0.2,0.8,100000000,1000000000000,407,-0.200761670761671,-0.200761670761671,54.0566584766585
0.15,False,0.4,0.6,50000000,10000000000,473,-1.11120507399577,-0.198118393234672,53.0645665961945
0.35,False,0,1,10000000,1000000000,177,-1.88508474576271,-0.197005649717514,42.9375141242938
0.3,False,0.4,0.6,50000000,10000000000,132,-1.27787878787879,-0.196060606060606,53.7871212121212
0.35,False,0.9,0.1,1,100000000000000,17,-3.27411764705882,-0.191764705882353,52.9441176470588
0.35,False,0.9,0.1,1000000,100000000000000,17,-3.27411764705882,-0.191764705882353,52.9441176470588
0.3,False,0.95,0.05,1,100000000000000,63,-1.29444444444444,-0.190793650793651,52.3773015873016
0.3,False,0.95,0.05,1000000,100000000000000,63,-1.29444444444444,-0.190793650793651,52.3773015873016
0,True,0,1,50000000,10000000000,1889,-0.190052938062467,-0.190052938062467,49.9723451561673
0.1,False,0.2,0.8,10000000,1000000000,405,-1.79888888888889,-0.187876543209877,43.2106666666667
0.35,False,0.75,0.25,1000000000,100000000000000,6,-0.62,-0.186666666666667,33.3333333333333
0.1,True,0,1,1,100000000000000,1147,-0.182188317349608,-0.182188317349608,49.5213339145597
0.1,True,0,1,1000000,100000000000000,1147,-0.182188317349608,-0.182188317349608,49.5213339145597
0.3,True,0.7,0.3,10000000,100000000000000,46,-0.181521739130435,-0.181521739130435,56.5252173913043
0.2,False,0.2,0.8,10000000,1000000000,261,-2.03417624521073,-0.181455938697318,42.1419923371648
0.1,True,0.85,0.15,10000000,1000000000,379,-0.179551451187335,-0.179551451187335,52.2446965699209
0.35,True,0.4,0.6,50000000,10000000000,64,-0.17671875,-0.17671875,54.6890625
-1,True,0,1,50000000,10000000000,2214,-0.175916892502258,-0.175916892502258,49.9543405600723
-1,True,0.2,0.8,50000000,10000000000,2214,-0.175916892502258,-0.175916892502258,49.9543405600723
-1,True,0.4,0.6,50000000,10000000000,2214,-0.175916892502258,-0.175916892502258,49.9543405600723
-1,True,0.6,0.4,50000000,10000000000,2214,-0.175916892502258,-0.175916892502258,49.9543405600723
-1,True,0.7,0.3,50000000,10000000000,2214,-0.175916892502258,-0.175916892502258,49.9543405600723
-1,True,0.75,0.25,50000000,10000000000,2214,-0.175916892502258,-0.175916892502258,49.9543405600723
-1,True,0.8,0.2,50000000,10000000000,2214,-0.175916892502258,-0.175916892502258,49.9543405600723
-1,True,0.85,0.15,50000000,10000000000,2214,-0.175916892502258,-0.175916892502258,49.9543405600723
-1,True,0.9,0.1,50000000,10000000000,2214,-0.175916892502258,-0.175916892502258,49.9543405600723
-1,True,0.95,0.05,50000000,10000000000,2214,-0.175916892502258,-0.175916892502258,49.9543405600723
-1,True,1,0,50000000,10000000000,2214,-0.175916892502258,-0.175916892502258,49.9543405600723
-0.5,True,0.4,0.6,50000000,10000000000,2214,-0.175916892502258,-0.175916892502258,49.9543405600723
-0.5,True,0.6,0.4,50000000,10000000000,2214,-0.175916892502258,-0.175916892502258,49.9543405600723
-0.5,True,0.7,0.3,50000000,10000000000,2214,-0.175916892502258,-0.175916892502258,49.9543405600723
-0.5,True,0.75,0.25,50000000,10000000000,2214,-0.175916892502258,-0.175916892502258,49.9543405600723
-0.5,True,0.8,0.2,50000000,10000000000,2214,-0.175916892502258,-0.175916892502258,49.9543405600723
-0.5,True,0.85,0.15,50000000,10000000000,2214,-0.175916892502258,-0.175916892502258,49.9543405600723
-0.5,True,0.9,0.1,50000000,10000000000,2214,-0.175916892502258,-0.175916892502258,49.9543405600723
-0.5,True,0.95,0.05,50000000,10000000000,2214,-0.175916892502258,-0.175916892502258,49.9543405600723
-0.5,True,1,0,50000000,10000000000,2214,-0.175916892502258,-0.175916892502258,49.9543405600723
0.1,True,1,0,10000000,1000000000,385,-0.175636363636364,-0.175636363636364,52.7284935064935
0.25,False,0,1,10000000,1000000000,272,-1.77919117647059,-0.172058823529412,43.3848161764706
0.35,False,0.9,0.1,50000000,10000000000,7,-0.454285714285714,-0.17,71.4314285714286
0.35,False,0.75,0.25,100000000,1000000000000,8,-0.645,-0.1675,37.5
0.35,False,0.8,0.2,10000000,100000000000000,14,-2.74642857142857,-0.167142857142857,57.1435714285714
0.35,False,0.8,0.2,1,100000000000000,15,-2.676,-0.162,53.3333333333333
0.35,False,0.8,0.2,1000000,100000000000000,15,-2.676,-0.162,53.3333333333333
0.35,False,0.95,0.05,50000000,10000000000,6,-0.226666666666667,-0.156666666666667,83.3333333333333
-0.5,True,0,1,50000000,10000000000,2198,-0.15630118289354,-0.15630118289354,50.001110100091
0.1,True,0.4,0.6,50000000,10000000000,672,-0.155476190476191,-0.155476190476191,52.8286607142857
0.3,False,0.85,0.15,10000000,1000000000,19,-4.75,-0.149473684210526,52.6294736842105
0.2,True,0.9,0.1,10000000,1000000000,110,-0.149,-0.149,51.8153636363636
0.1,True,0.4,0.6,10000000,100000000000000,1035,-0.148946859903382,-0.148946859903382,52.75238647343
0.1,True,0,1,50000000,10000000000,731,-0.148331053351573,-0.148331053351573,50.4768125854993
0.15,False,0,1,10000000,1000000000,382,-1.40520942408377,-0.144921465968586,42.6681413612565
0.3,True,0.9,0.1,1000000000,100000000000000,25,-0.144,-0.144,48
0.15,False,0.4,0.6,10000000,1000000000,276,-1.69413043478261,-0.137355072463768,43.479347826087
0.35,False,0.4,0.6,1,100000000000000,94,-0.135106382978723,-0.137021276595745,57.4446808510638
0.35,False,0.4,0.6,1000000,100000000000000,94,-0.135106382978723,-0.137021276595745,57.4446808510638
0.35,False,0.4,0.6,10000000,100000000000000,94,-0.135106382978723,-0.137021276595745,57.4446808510638
-0.5,True,0.2,0.8,50000000,10000000000,2207,-0.135840507476212,-0.135840507476212,50.0691889442682
0.3,False,0.2,0.8,1,100000000000000,351,-1.05478632478632,-0.134330484330484,51.8488888888889
0.3,False,0.2,0.8,1000000,100000000000000,351,-1.05478632478632,-0.134330484330484,51.8488888888889
0.25,True,0.8,0.2,1,100000000000000,116,-0.132241379310345,-0.132241379310345,53.4499137931035
0.25,True,0.8,0.2,1000000,100000000000000,116,-0.132241379310345,-0.132241379310345,53.4499137931035
0.1,False,0,1,10000000,1000000000,434,-1.39223502304147,-0.132004608294931,44.2384101382489
0.25,False,0.95,0.05,50000000,10000000000,81,-0.0630864197530865,-0.127160493827161,56.7927160493827
0,False,0,1,50000000,10000000000,1889,-0.632593965060879,-0.126453149814717,49.9723451561673
0.25,True,0.95,0.05,1,100000000000000,146,-0.125479452054794,-0.125479452054794,52.0564383561644
0.25,True,0.95,0.05,1000000,100000000000000,146,-0.125479452054794,-0.125479452054794,52.0564383561644
0.35,False,0.7,0.3,50000000,10000000000,8,-2.5775,-0.12375,62.5
0.35,True,0.6,0.4,100000000,1000000000000,16,-0.12375,-0.12375,56.25
0.2,False,0.4,0.6,50000000,10000000000,328,-0.713475609756098,-0.119573170731707,53.0488414634146
0.3,False,0.8,0.2,10000000,1000000000,16,-2.473125,-0.115,56.24875
0.3,False,0.2,0.8,10000000,100000000000000,342,-0.95187134502924,-0.11453216374269,52.6301754385965
0.25,True,0.7,0.3,10000000,100000000000000,116,-0.113706896551724,-0.113706896551724,56.033275862069
0.1,True,0.95,0.05,10000000,1000000000,382,-0.112670157068063,-0.112670157068063,52.8765968586387
0.15,False,0.2,0.8,10000000,1000000000,325,-1.51092307692308,-0.111507692307692,43.0734153846154
0.3,False,0.2,0.8,100000000,1000000000000,309,-0.772265372168285,-0.107605177993528,53.7196763754045
-0.5,False,0,1,10000000,1000000000,1413,-1.68444444444444,-0.105371549893843,44.6542675159236
-1,False,0,1,10000000,1000000000,1426,-1.68459326788219,-0.103345021037868,44.600350631136
-1,False,0.2,0.8,10000000,1000000000,1426,-1.68459326788219,-0.103345021037868,44.600350631136
-1,False,0.4,0.6,10000000,1000000000,1426,-1.68459326788219,-0.103345021037868,44.600350631136
-1,False,0.6,0.4,10000000,1000000000,1426,-1.68459326788219,-0.103345021037868,44.600350631136
-1,False,0.7,0.3,10000000,1000000000,1426,-1.68459326788219,-0.103345021037868,44.600350631136
-1,False,0.75,0.25,10000000,1000000000,1426,-1.68459326788219,-0.103345021037868,44.600350631136
-1,False,0.8,0.2,10000000,1000000000,1426,-1.68459326788219,-0.103345021037868,44.600350631136
-1,False,0.85,0.15,10000000,1000000000,1426,-1.68459326788219,-0.103345021037868,44.600350631136
-1,False,0.9,0.1,10000000,1000000000,1426,-1.68459326788219,-0.103345021037868,44.600350631136
-1,False,0.95,0.05,10000000,1000000000,1426,-1.68459326788219,-0.103345021037868,44.600350631136
-1,False,1,0,10000000,1000000000,1426,-1.68459326788219,-0.103345021037868,44.600350631136
-0.5,False,0.4,0.6,10000000,1000000000,1426,-1.68459326788219,-0.103345021037868,44.600350631136
-0.5,False,0.6,0.4,10000000,1000000000,1426,-1.68459326788219,-0.103345021037868,44.600350631136
-0.5,False,0.7,0.3,10000000,1000000000,1426,-1.68459326788219,-0.103345021037868,44.600350631136
-0.5,False,0.75,0.25,10000000,1000000000,1426,-1.68459326788219,-0.103345021037868,44.600350631136
-0.5,False,0.8,0.2,10000000,1000000000,1426,-1.68459326788219,-0.103345021037868,44.600350631136
-0.5,False,0.85,0.15,10000000,1000000000,1426,-1.68459326788219,-0.103345021037868,44.600350631136
-0.5,False,0.9,0.1,10000000,1000000000,1425,-1.68364210526316,-0.103263157894737,44.6344
-0.5,False,0.95,0.05,10000000,1000000000,1425,-1.68364210526316,-0.103263157894737,44.6344
-0.5,False,1,0,10000000,1000000000,1425,-1.68364210526316,-0.103263157894737,44.6344
0.1,False,0.4,0.6,10000000,1000000000,400,-1.31075,-0.1032,46.2488
-0.5,False,0.2,0.8,10000000,1000000000,1420,-1.6500985915493,-0.102852112676056,44.7180070422535
-1,False,0,1,50000000,10000000000,2214,-0.413125564588979,-0.102226738934056,49.9543405600723
-1,False,0.2,0.8,50000000,10000000000,2214,-0.413125564588979,-0.102226738934056,49.9543405600723
-1,False,0.4,0.6,50000000,10000000000,2214,-0.413125564588979,-0.102226738934056,49.9543405600723
-1,False,0.6,0.4,50000000,10000000000,2214,-0.413125564588979,-0.102226738934056,49.9543405600723
-1,False,0.7,0.3,50000000,10000000000,2214,-0.413125564588979,-0.102226738934056,49.9543405600723
-1,False,0.75,0.25,50000000,10000000000,2214,-0.413125564588979,-0.102226738934056,49.9543405600723
-1,False,0.8,0.2,50000000,10000000000,2214,-0.413125564588979,-0.102226738934056,49.9543405600723
-1,False,0.85,0.15,50000000,10000000000,2214,-0.413125564588979,-0.102226738934056,49.9543405600723
-1,False,0.9,0.1,50000000,10000000000,2214,-0.413125564588979,-0.102226738934056,49.9543405600723
-1,False,0.95,0.05,50000000,10000000000,2214,-0.413125564588979,-0.102226738934056,49.9543405600723
-1,False,1,0,50000000,10000000000,2214,-0.413125564588979,-0.102226738934056,49.9543405600723
-0.5,False,0.4,0.6,50000000,10000000000,2214,-0.413125564588979,-0.102226738934056,49.9543405600723
-0.5,False,0.6,0.4,50000000,10000000000,2214,-0.413125564588979,-0.102226738934056,49.9543405600723
-0.5,False,0.7,0.3,50000000,10000000000,2214,-0.413125564588979,-0.102226738934056,49.9543405600723
-0.5,False,0.75,0.25,50000000,10000000000,2214,-0.413125564588979,-0.102226738934056,49.9543405600723
-0.5,False,0.8,0.2,50000000,10000000000,2214,-0.413125564588979,-0.102226738934056,49.9543405600723
-0.5,False,0.85,0.15,50000000,10000000000,2214,-0.413125564588979,-0.102226738934056,49.9543405600723
-0.5,False,0.9,0.1,50000000,10000000000,2214,-0.413125564588979,-0.102226738934056,49.9543405600723
-0.5,False,0.95,0.05,50000000,10000000000,2214,-0.413125564588979,-0.102226738934056,49.9543405600723
-0.5,False,1,0,50000000,10000000000,2214,-0.413125564588979,-0.102226738934056,49.9543405600723
-0.5,False,0,1,50000000,10000000000,2198,-0.398803457688808,-0.0998999090081893,50.001110100091
-0.5,False,0.2,0.8,50000000,10000000000,2207,-0.385346624376982,-0.0960851835070231,50.0691889442682
0.3,True,0.7,0.3,50000000,10000000000,27,-0.0925925925925926,-0.0925925925925926,55.5585185185185
0.35,True,0.6,0.4,1000000000,100000000000000,11,-0.0890909090909091,-0.0890909090909091,54.5436363636364
0.3,False,0.9,0.1,10000000,1000000000,23,-2.8295652173913,-0.0830434782608696,56.5230434782609
0.35,False,0,1,1,100000000000000,394,-0.915329949238579,-0.0808375634517767,50.0000507614213
0.35,False,0,1,1000000,100000000000000,394,-0.915329949238579,-0.0808375634517767,50.0000507614213
0.3,False,0.6,0.4,10000000,1000000000,27,-4.64851851851852,-0.0788888888888889,55.5577777777778
0,False,0,1,10000000,1000000000,1267,-1.49223362273086,-0.0755722178374112,44.5963693764799
0,False,0.2,0.8,50000000,10000000000,1476,-0.317249322493225,-0.0732791327913279,52.0998306233062
0.25,False,0.4,0.6,10000000,1000000000,126,-2.02666666666667,-0.0728571428571429,44.4452380952381
0,False,0.4,0.6,50000000,10000000000,1486,-0.28235531628533,-0.072792732166891,52.3572207267833
0.35,False,0.4,0.6,10000000,1000000000,44,-0.0775,-0.0679545454545455,54.5484090909091
0.3,False,0.4,0.6,10000000,1000000000,77,-0.699090909090909,-0.0679220779220779,49.3476623376623
0.25,False,0.2,0.8,10000000,1000000000,196,-1.26642857142857,-0.0646938775510204,43.8779591836735
0.35,False,0,1,10000000,100000000000000,381,-0.801391076115486,-0.0618897637795276,50.6566404199475
0.25,False,0.85,0.15,50000000,10000000000,69,-0.803913043478261,-0.0584057971014493,53.6240579710145
0,False,0,1,1,100000000000000,2790,-0.486164874551971,-0.0567096774193548,48.6380286738351
0,False,0,1,1000000,100000000000000,2790,-0.486164874551971,-0.0567096774193548,48.6380286738351
0,False,0.4,0.6,10000000,1000000000,922,-1.17531453362256,-0.0499674620390456,46.6385357917571
0.35,False,0,1,100000000,1000000000000,337,-0.580712166172107,-0.0497032640949555,53.116765578635
0.1,True,0.4,0.6,1,100000000000000,1062,-0.0489453860640301,-0.0489453860640301,51.7896233521657
0.1,True,0.4,0.6,1000000,100000000000000,1062,-0.0489453860640301,-0.0489453860640301,51.7896233521657
0.2,True,0.2,0.8,100000000,1000000000000,566,-0.0454240282685513,-0.0454240282685513,55.3029858657244
0,False,0.2,0.8,10000000,1000000000,924,-1.05428571428571,-0.0453463203463203,46.4271645021645
0.35,False,0.6,0.4,50000000,10000000000,12,0.468333333333333,-0.0433333333333333,58.3333333333333
0.3,False,0.2,0.8,1000000000,100000000000000,196,-0.217704081632653,-0.0419387755102041,58.1602551020408
0.25,False,0.8,0.2,50000000,10000000000,62,-0.849677419354839,-0.0406451612903227,56.4509677419355
0,False,0,1,100000000,1000000000000,2328,-0.242272336769759,-0.0369029209621993,52.3648152920962
0.25,True,0.85,0.15,1000000000,100000000000000,66,-0.0312121212121212,-0.0312121212121212,54.545
0.25,False,0.4,0.6,50000000,10000000000,218,-0.797798165137615,-0.0304128440366973,52.2931192660551
0,False,0.6,0.4,50000000,10000000000,1467,-0.0697750511247444,-0.0298159509202454,52.8265098841172
0.25,False,0,1,100000000,1000000000000,556,-0.0919784172661871,-0.0293525179856115,54.1387769784173
0,False,0,1,10000000,100000000000000,2692,-0.367459138187221,-0.0290973254086181,49.5530794947994
0.3,False,0.7,0.3,10000000,1000000000,17,-1.85117647058824,-0.0282352941176471,64.7064705882353
0.3,False,0.95,0.05,10000000,1000000000,29,-1.80310344827586,-0.0258620689655172,55.171724137931
0.25,False,1,0,50000000,10000000000,100,0.371,-0.0238,53.9992
0,False,0.6,0.4,10000000,1000000000,897,-0.803957636566332,-0.023221850613155,47.154983277592
-1,False,0,1,1,100000000000000,3225,-0.392986046511628,-0.0211410852713179,48.7127007751938
-1,False,0,1,1000000,100000000000000,3225,-0.392986046511628,-0.0211410852713179,48.7127007751938
-1,False,0.2,0.8,1,100000000000000,3225,-0.392986046511628,-0.0211410852713179,48.7127007751938
-1,False,0.2,0.8,1000000,100000000000000,3225,-0.392986046511628,-0.0211410852713179,48.7127007751938
-1,False,0.4,0.6,1,100000000000000,3225,-0.392986046511628,-0.0211410852713179,48.7127007751938
-1,False,0.4,0.6,1000000,100000000000000,3225,-0.392986046511628,-0.0211410852713179,48.7127007751938
-1,False,0.6,0.4,1,100000000000000,3225,-0.392986046511628,-0.0211410852713179,48.7127007751938
-1,False,0.6,0.4,1000000,100000000000000,3225,-0.392986046511628,-0.0211410852713179,48.7127007751938
-1,False,0.7,0.3,1,100000000000000,3225,-0.392986046511628,-0.0211410852713179,48.7127007751938
-1,False,0.7,0.3,1000000,100000000000000,3225,-0.392986046511628,-0.0211410852713179,48.7127007751938
-1,False,0.75,0.25,1,100000000000000,3225,-0.392986046511628,-0.0211410852713179,48.7127007751938
-1,False,0.75,0.25,1000000,100000000000000,3225,-0.392986046511628,-0.0211410852713179,48.7127007751938
-1,False,0.8,0.2,1,100000000000000,3225,-0.392986046511628,-0.0211410852713179,48.7127007751938
-1,False,0.8,0.2,1000000,100000000000000,3225,-0.392986046511628,-0.0211410852713179,48.7127007751938
-1,False,0.85,0.15,1,100000000000000,3225,-0.392986046511628,-0.0211410852713179,48.7127007751938
-1,False,0.85,0.15,1000000,100000000000000,3225,-0.392986046511628,-0.0211410852713179,48.7127007751938
-1,False,0.9,0.1,1,100000000000000,3225,-0.392986046511628,-0.0211410852713179,48.7127007751938
-1,False,0.9,0.1,1000000,100000000000000,3225,-0.392986046511628,-0.0211410852713179,48.7127007751938
-1,False,0.95,0.05,1,100000000000000,3225,-0.392986046511628,-0.0211410852713179,48.7127007751938
-1,False,0.95,0.05,1000000,100000000000000,3225,-0.392986046511628,-0.0211410852713179,48.7127007751938
-1,False,1,0,1,100000000000000,3225,-0.392986046511628,-0.0211410852713179,48.7127007751938
-1,False,1,0,1000000,100000000000000,3225,-0.392986046511628,-0.0211410852713179,48.7127007751938
-0.5,False,0.4,0.6,1,100000000000000,3225,-0.392986046511628,-0.0211410852713179,48.7127007751938
-0.5,False,0.4,0.6,1000000,100000000000000,3225,-0.392986046511628,-0.0211410852713179,48.7127007751938
-0.5,False,0.6,0.4,1,100000000000000,3225,-0.392986046511628,-0.0211410852713179,48.7127007751938
-0.5,False,0.6,0.4,1000000,100000000000000,3225,-0.392986046511628,-0.0211410852713179,48.7127007751938
-0.5,False,0.7,0.3,1,100000000000000,3225,-0.392986046511628,-0.0211410852713179,48.7127007751938
-0.5,False,0.7,0.3,1000000,100000000000000,3225,-0.392986046511628,-0.0211410852713179,48.7127007751938
-0.5,False,0.75,0.25,1,100000000000000,3225,-0.392986046511628,-0.0211410852713179,48.7127007751938
-0.5,False,0.75,0.25,1000000,100000000000000,3225,-0.392986046511628,-0.0211410852713179,48.7127007751938
-0.5,False,0.8,0.2,1,100000000000000,3225,-0.392986046511628,-0.0211410852713179,48.7127007751938
-0.5,False,0.8,0.2,1000000,100000000000000,3225,-0.392986046511628,-0.0211410852713179,48.7127007751938
-0.5,False,0.85,0.15,1,100000000000000,3225,-0.392986046511628,-0.0211410852713179,48.7127007751938
-0.5,False,0.85,0.15,1000000,100000000000000,3225,-0.392986046511628,-0.0211410852713179,48.7127007751938
0.15,True,0.4,0.6,1,100000000000000,743,-0.0211036339165546,-0.0211036339165546,52.3556796769852
0.15,True,0.4,0.6,1000000,100000000000000,743,-0.0211036339165546,-0.0211036339165546,52.3556796769852
-0.5,False,0.95,0.05,1,100000000000000,3222,-0.39256052141527,-0.0210800744878958,48.7278739913098
-0.5,False,0.95,0.05,1000000,100000000000000,3222,-0.39256052141527,-0.0210800744878958,48.7278739913098
-0.5,False,0.9,0.1,1,100000000000000,3224,-0.392639578163772,-0.0210421836228288,48.7268703473945
-0.5,False,0.9,0.1,1000000,100000000000000,3224,-0.392639578163772,-0.0210421836228288,48.7268703473945
-0.5,False,1,0,1,100000000000000,3221,-0.39221359826141,-0.0209810617820553,48.745752871779
-0.5,False,1,0,1000000,100000000000000,3221,-0.39221359826141,-0.0209810617820553,48.745752871779
0.3,False,1,0,10000000,1000000000,35,-1.07057142857143,-0.0208571428571429,51.4297142857143
-0.5,False,0,1,1,100000000000000,3207,-0.387240411599626,-0.0207982538197693,48.7393857187403
-0.5,False,0,1,1000000,100000000000000,3207,-0.387240411599626,-0.0207982538197693,48.7393857187403
0.3,True,0.85,0.15,50000000,10000000000,18,-0.0205555555555556,-0.0205555555555556,55.5583333333333
-0.5,False,0.2,0.8,1,100000000000000,3217,-0.380714951818464,-0.0189182468138017,48.80070562636
-0.5,False,0.2,0.8,1000000,100000000000000,3217,-0.380714951818464,-0.0189182468138017,48.80070562636
0.25,False,0,1,1,100000000000000,651,-0.279170506912442,-0.0165284178187404,50.23
0.25,False,0,1,1000000,100000000000000,651,-0.279170506912442,-0.0165284178187404,50.23
0.3,False,0.75,0.25,10000000,1000000000,14,-0.916428571428572,-0.015,71.4307142857143
0.2,True,0.95,0.05,10000000,1000000000,123,-0.0144715447154472,-0.0144715447154472,52.8453658536585
0.2,True,0.4,0.6,10000000,100000000000000,489,-0.0129652351738242,-0.0129652351738242,54.3977300613497
0,False,0.7,0.3,50000000,10000000000,1464,-0.0318032786885246,-0.0115573770491803,53.0059153005465
0.35,False,0.95,0.05,10000000,1000000000,10,-2.956,-0.00900000000000001,60
0.1,False,0.6,0.4,50000000,10000000000,681,-0.334052863436123,-0.00866372980910426,56.2408223201175
0.35,False,0.4,0.6,100000000,1000000000000,80,0.294,-0.00687500000000001,58.749125
0.35,False,0.75,0.25,1,100000000000000,14,-0.282857142857143,-0.0042857142857143,57.1464285714286
