score_threshold,equal_investment,technical_weight,sentiment_weight,min_market_cap,max_market_cap,total_operations,roi,avg_profit_per_op,win_rate
-1,True,0.75,0.25,100000000,1000000000000,2732,0.386160322108346,0.386160322108346,52.2350402635432
-1,True,0.8,0.2,100000000,1000000000000,2732,0.386160322108346,0.386160322108346,52.2350402635432
-1,True,0.85,0.15,100000000,1000000000000,2732,0.386160322108346,0.386160322108346,52.2350402635432
-1,True,0.9,0.1,100000000,1000000000000,2732,0.386160322108346,0.386160322108346,52.2350402635432
-1,True,0.95,0.05,100000000,1000000000000,2732,0.386160322108346,0.386160322108346,52.2350402635432
-1,True,1,0,100000000,1000000000000,2732,0.386160322108346,0.386160322108346,52.2350402635432
-0.5,True,0.4,0.6,100000000,1000000000000,2732,0.386160322108346,0.386160322108346,52.2350402635432
-0.5,True,0.6,0.4,100000000,1000000000000,2732,0.386160322108346,0.386160322108346,52.2350402635432
-0.5,True,0.7,0.3,100000000,1000000000000,2732,0.386160322108346,0.386160322108346,52.2350402635432
-0.5,True,0.75,0.25,100000000,1000000000000,2732,0.386160322108346,0.386160322108346,52.2350402635432
-0.5,True,0.8,0.2,100000000,1000000000000,2732,0.386160322108346,0.386160322108346,52.2350402635432
-0.5,True,0.85,0.15,100000000,1000000000000,2732,0.386160322108346,0.386160322108346,52.2350402635432
-0.5,True,0.9,0.1,100000000,1000000000000,2732,0.386160322108346,0.386160322108346,52.2350402635432
-0.5,True,0.95,0.05,100000000,1000000000000,2732,0.386160322108346,0.386160322108346,52.2350402635432
-0.5,True,1,0,100000000,1000000000000,2732,0.386160322108346,0.386160322108346,52.2350402635432
0.15,False,0.2,0.8,100000000,1000000000000,744,0.278978494623656,0.388884408602151,54.9727956989247
0.2,False,0.6,0.4,50000000,10000000000,212,0.522075471698113,0.388915094339623,55.1894339622642
-0.5,True,0,1,100000000,1000000000000,2717,0.391884431358116,0.391884431358116,52.23001472212
0.2,True,0.75,0.25,1,100000000000000,280,0.392857142857143,0.392857142857143,57.1407142857143
0.2,True,0.75,0.25,1000000,100000000000000,280,0.392857142857143,0.392857142857143,57.1407142857143
0.2,True,0.6,0.4,50000000,10000000000,212,0.398301886792453,0.398301886792453,55.1894339622642
0,False,0.4,0.6,100000000,1000000000000,1897,0.349325250395361,0.40148655772272,54.4539114391144
0,True,0.7,0.3,10000000,100000000000000,2122,0.405037700282752,0.405037700282752,52.6380348727615
0,True,0.2,0.8,50000000,10000000000,1476,0.411951219512195,0.411951219512195,52.0998306233062
0.2,True,0.4,0.6,100000000,1000000000000,439,0.412050113895216,0.412050113895216,56.2625056947608
0.35,True,0.4,0.6,1000000000,100000000000000,50,0.4122,0.4122,60.001
0.2,False,0.75,0.25,50000000,10000000000,169,0.989704142011834,0.413313609467456,59.766449704142
0.2,True,0.8,0.2,1,100000000000000,288,0.4134375,0.4134375,56.5961458333333
0.2,True,0.8,0.2,1000000,100000000000000,288,0.4134375,0.4134375,56.5961458333333
0.15,True,0.7,0.3,1,100000000000000,607,0.413542009884679,0.413542009884679,55.520197693575
0.15,True,0.7,0.3,1000000,100000000000000,607,0.413542009884679,0.413542009884679,55.520197693575
0.25,False,0.4,0.6,1,100000000000000,311,-0.300771704180064,0.41395498392283,53.697652733119
0.25,False,0.4,0.6,1000000,100000000000000,311,-0.300771704180064,0.41395498392283,53.697652733119
0.3,False,0.6,0.4,100000000,1000000000000,57,0.247719298245614,0.415789473684211,59.6491228070175
-0.5,True,0.2,0.8,100000000,1000000000000,2726,0.416393983859134,0.416393983859134,52.3137967718269
0.1,False,0.2,0.8,1000000000,100000000000000,650,0.363523076923077,0.426123076923077,55.3838615384615
0.1,True,0.75,0.25,1,100000000000000,1065,0.435981220657277,0.435981220657277,55.1183943661972
0.1,True,0.75,0.25,1000000,100000000000000,1065,0.435981220657277,0.435981220657277,55.1183943661972
0.3,True,0.2,0.8,1000000000,100000000000000,196,0.436734693877551,0.436734693877551,58.1602551020408
0.25,False,0.4,0.6,10000000,100000000000000,307,-0.201889250814332,0.449218241042345,54.3989250814332
0,True,0.6,0.4,50000000,10000000000,1467,0.449965916837083,0.449965916837083,52.8265098841172
0.3,True,0.95,0.05,1,100000000000000,63,0.454285714285714,0.454285714285714,52.3773015873016
0.3,True,0.95,0.05,1000000,100000000000000,63,0.454285714285714,0.454285714285714,52.3773015873016
0.35,False,0.6,0.4,1000000000,100000000000000,11,0.786363636363636,0.456363636363636,54.5436363636364
0.15,False,1,0,50000000,10000000000,418,1.77444976076555,0.462296650717703,60.2862200956938
0,True,0.75,0.25,1,100000000000000,2151,0.463282194328219,0.463282194328219,52.2078661087866
0,True,0.75,0.25,1000000,100000000000000,2151,0.463282194328219,0.463282194328219,52.2078661087866
0.1,True,0.6,0.4,10000000,100000000000000,1047,0.465950334288443,0.465950334288443,55.9690926456543
0.15,False,0.9,0.1,50000000,10000000000,395,1.42901265822785,0.466886075949367,59.4948607594937
0,True,0.9,0.1,1,100000000000000,2051,0.467055095075573,0.467055095075573,52.9491028766455
0,True,0.9,0.1,1000000,100000000000000,2051,0.467055095075573,0.467055095075573,52.9491028766455
0.1,False,0.4,0.6,1,100000000000000,1062,0.174274952919021,0.472693032015066,51.7896233521657
0.1,False,0.4,0.6,1000000,100000000000000,1062,0.174274952919021,0.472693032015066,51.7896233521657
0,True,0.95,0.05,1,100000000000000,2013,0.473591654247392,0.473591654247392,52.9059513164431
0,True,0.95,0.05,1000000,100000000000000,2013,0.473591654247392,0.473591654247392,52.9059513164431
0.15,False,0.75,0.25,50000000,10000000000,375,1.15512,0.48128,57.0672
0.15,False,0.95,0.05,50000000,10000000000,395,1.85237974683544,0.481392405063291,60.5048860759494
0,True,0.75,0.25,10000000,100000000000000,2094,0.482607449856734,0.482607449856734,53.0539255014327
0,True,0.8,0.2,10000000,100000000000000,2060,0.48902427184466,0.48902427184466,53.1565
0.15,False,0.85,0.15,50000000,10000000000,378,1.45407407407407,0.490820105820106,59.524126984127
0.2,True,0.7,0.3,10000000,100000000000000,284,0.49443661971831,0.49443661971831,58.0982394366197
0.1,True,0,1,1000000000,100000000000000,678,0.501430678466077,0.501430678466077,54.4240707964602
0.1,False,0.4,0.6,10000000,100000000000000,1035,0.263381642512077,0.503458937198068,52.75238647343
0,False,0.6,0.4,1,100000000000000,2180,0.453733944954129,0.505559633027523,51.5149128440367
0,False,0.6,0.4,1000000,100000000000000,2180,0.453733944954129,0.505559633027523,51.5149128440367
0.3,True,0.6,0.4,50000000,10000000000,41,0.511463414634146,0.511463414634146,56.0960975609756
0.15,True,0.75,0.25,1,100000000000000,594,0.512929292929293,0.512929292929293,56.4
0.15,True,0.75,0.25,1000000,100000000000000,594,0.512929292929293,0.512929292929293,56.4
0.3,False,0.4,0.6,1000000000,100000000000000,106,0.435849056603774,0.514716981132076,63.21
0.1,False,0.4,0.6,100000000,1000000000000,915,0.378710382513661,0.523540983606557,55.3003387978142
0.15,True,0,1,1000000000,100000000000000,585,0.525401709401709,0.525401709401709,54.7003931623932
0.15,False,0.8,0.2,50000000,10000000000,376,1.61707446808511,0.525851063829787,59.5753723404255
0.1,True,0.6,0.4,1,100000000000000,1077,0.530696378830084,0.530696378830084,54.9675858867224
0.1,True,0.6,0.4,1000000,100000000000000,1077,0.530696378830084,0.530696378830084,54.9675858867224
0.35,True,0.9,0.1,1,100000000000000,17,0.541176470588236,0.541176470588236,52.9441176470588
0.35,True,0.9,0.1,1000000,100000000000000,17,0.541176470588236,0.541176470588236,52.9441176470588
0.25,False,0.4,0.6,100000000,1000000000000,283,0.112296819787986,0.545053003533569,55.8297526501767
0,False,0.6,0.4,10000000,100000000000000,2121,0.575690711928336,0.546501650165017,52.3810985384253
0.2,True,0.75,0.25,10000000,100000000000000,269,0.548104089219331,0.548104089219331,58.73843866171
0,True,0.85,0.15,10000000,100000000000000,2034,0.550029498525074,0.550029498525074,53.392581120944
0.25,True,0.6,0.4,10000000,100000000000000,155,0.550064516129032,0.550064516129032,58.7073548387097
0,True,1,0,1,100000000000000,1970,0.554203045685279,0.554203045685279,53.3511827411168
0,True,1,0,1000000,100000000000000,1970,0.554203045685279,0.554203045685279,53.3511827411168
0.2,True,0.95,0.05,1,100000000000000,331,0.558126888217523,0.558126888217523,56.1925981873112
0.2,True,0.95,0.05,1000000,100000000000000,331,0.558126888217523,0.558126888217523,56.1925981873112
0,False,0.7,0.3,1,100000000000000,2179,0.525488756310234,0.564235888022029,51.8099586966498
0,False,0.7,0.3,1000000,100000000000000,2179,0.525488756310234,0.564235888022029,51.8099586966498
0.2,True,0.8,0.2,10000000,100000000000000,277,0.564837545126354,0.564837545126354,58.1261732851986
0.3,True,0.9,0.1,1,100000000000000,52,0.565576923076923,0.565576923076923,51.9226923076923
0.3,True,0.9,0.1,1000000,100000000000000,52,0.565576923076923,0.565576923076923,51.9226923076923
0.2,True,0.9,0.1,10000000,100000000000000,291,0.567147766323024,0.567147766323024,57.7312714776632
0,True,0.7,0.3,50000000,10000000000,1464,0.568073770491803,0.568073770491803,53.0059153005465
0.1,True,0.7,0.3,10000000,100000000000000,1042,0.569462571976967,0.569462571976967,56.0466026871401
0.25,True,0.9,0.1,1000000000,100000000000000,67,0.573880597014925,0.573880597014925,56.7146268656716
0.25,True,0.2,0.8,1000000000,100000000000000,260,0.577,0.577,57.6948076923077
0.25,True,0.85,0.15,50000000,10000000000,69,0.579275362318841,0.579275362318841,53.6240579710145
0.15,True,0.7,0.3,10000000,100000000000000,592,0.580202702702703,0.580202702702703,56.5855236486487
0.15,True,0.8,0.2,1,100000000000000,595,0.58218487394958,0.58218487394958,56.975781512605
0.15,True,0.8,0.2,1000000,100000000000000,595,0.58218487394958,0.58218487394958,56.975781512605
0.2,False,0.2,0.8,1,100000000000000,655,0.302351145038168,0.590687022900763,51.4526564885496
0.2,False,0.2,0.8,1000000,100000000000000,655,0.302351145038168,0.590687022900763,51.4526564885496
0,False,0.6,0.4,100000000,1000000000000,1883,0.632931492299522,0.590727562400425,54.8597716409984
0.25,True,0,1,1000000000,100000000000000,358,0.591061452513967,0.591061452513967,57.2611731843575
0.2,True,0.85,0.15,10000000,100000000000000,274,0.591423357664234,0.591423357664234,57.6631751824818
0,False,0.7,0.3,10000000,100000000000000,2122,0.650589066918002,0.60873232799246,52.6380348727615
0,True,0.95,0.05,10000000,100000000000000,1964,0.613798370672098,0.613798370672098,53.6697708757638
0.2,False,0.2,0.8,10000000,100000000000000,638,0.375,0.623025078369906,52.1938087774295
0.3,True,0.95,0.05,10000000,1000000000,29,0.625172413793103,0.625172413793103,55.171724137931
0.1,True,0.75,0.25,10000000,100000000000000,1038,0.625269749518305,0.625269749518305,56.0670809248555
0,True,0.9,0.1,10000000,100000000000000,1998,0.627317317317317,0.627317317317317,53.8017817817818
0.3,True,0.8,0.2,10000000,1000000000,16,0.634375,0.634375,56.24875
0.35,True,0.6,0.4,1,100000000000000,20,0.6375,0.6375,60.0025
0.35,True,0.6,0.4,1000000,100000000000000,20,0.6375,0.6375,60.0025
0.35,True,0.6,0.4,10000000,100000000000000,20,0.6375,0.6375,60.0025
0.15,True,0.9,0.1,1,100000000000000,624,0.638782051282052,0.638782051282052,56.2466025641026
0.15,True,0.9,0.1,1000000,100000000000000,624,0.638782051282052,0.638782051282052,56.2466025641026
0,False,0.2,0.8,1000000000,100000000000000,1217,0.499515201314708,0.640690221857025,55.3792276088743
0.25,True,0.7,0.3,1000000000,100000000000000,68,0.643529411764706,0.643529411764706,60.2911764705882
0,False,0.7,0.3,100000000,1000000000000,1893,0.710073956682515,0.656455361859482,54.9368621236133
0.15,True,0.85,0.15,1,100000000000000,598,0.656688963210702,0.656688963210702,56.6863377926421
0.15,True,0.85,0.15,1000000,100000000000000,598,0.656688963210702,0.656688963210702,56.6863377926421
0.15,True,0.95,0.05,1,100000000000000,635,0.657259842519685,0.657259842519685,56.5350866141732
0.15,True,0.95,0.05,1000000,100000000000000,635,0.657259842519685,0.657259842519685,56.5350866141732
0.1,True,0.8,0.2,1,100000000000000,1074,0.66084729981378,0.66084729981378,55.4943482309125
0.1,True,0.8,0.2,1000000,100000000000000,1074,0.66084729981378,0.66084729981378,55.4943482309125
0.1,True,0.2,0.8,1000000000,100000000000000,650,0.663953846153846,0.663953846153846,55.3838615384615
0,False,0.75,0.25,1,100000000000000,2151,0.718354253835425,0.665755462575546,52.2078661087866
0,False,0.75,0.25,1000000,100000000000000,2151,0.718354253835425,0.665755462575546,52.2078661087866
0.3,True,0.8,0.2,50000000,10000000000,18,0.666666666666667,0.666666666666667,55.5555555555556
0.1,True,0.6,0.4,50000000,10000000000,681,0.670602055800294,0.670602055800294,56.2408223201175
0.25,True,0.95,0.05,100000000,1000000000000,110,0.677090909090909,0.677090909090909,57.276
0.15,False,0.2,0.8,1000000000,100000000000000,515,0.550058252427184,0.684660194174757,57.4759805825243
0,False,0.8,0.2,1,100000000000000,2116,0.735671077504726,0.685765595463138,52.2675708884688
0,False,0.8,0.2,1000000,100000000000000,2116,0.735671077504726,0.685765595463138,52.2675708884688
0,False,0.85,0.15,1,100000000000000,2090,0.755062200956938,0.691095693779904,52.4861626794258
0,False,0.85,0.15,1000000,100000000000000,2090,0.755062200956938,0.691095693779904,52.4861626794258
0.2,False,0.2,0.8,100000000,1000000000000,566,0.56856890459364,0.692667844522968,55.3029858657244
0,True,0.75,0.25,50000000,10000000000,1442,0.69375173370319,0.69375173370319,53.5355409153953
0,True,1,0,10000000,100000000000000,1922,0.695275754422477,0.695275754422477,54.1132466181061
0,False,0.4,0.6,1000000000,100000000000000,1228,0.536726384364821,0.69535016286645,55.7003175895765
0.15,True,0.6,0.4,100000000,1000000000000,566,0.695494699646643,0.695494699646643,56.8891166077739
0,True,0.8,0.2,50000000,10000000000,1416,0.701158192090395,0.701158192090395,53.6707344632768
0.3,True,0.9,0.1,10000000,1000000000,23,0.705652173913043,0.705652173913043,56.5230434782609
0.35,True,0.9,0.1,10000000,100000000000000,15,0.710666666666667,0.710666666666667,53.334
0.3,True,0.75,0.25,1,100000000000000,36,0.713055555555556,0.713055555555556,58.3327777777778
0.3,True,0.75,0.25,1000000,100000000000000,36,0.713055555555556,0.713055555555556,58.3327777777778
0,False,0.75,0.25,10000000,100000000000000,2094,0.850124164278892,0.713920725883477,53.0539255014327
0.2,True,1,0,1,100000000000000,361,0.724764542936288,0.724764542936288,57.0646537396122
0.2,True,1,0,1000000,100000000000000,361,0.724764542936288,0.724764542936288,57.0646537396122
0.15,True,0.75,0.25,10000000,100000000000000,577,0.730779896013865,0.730779896013865,57.7135008665511
0,False,0.8,0.2,10000000,100000000000000,2060,0.877233009708738,0.736296116504854,53.1565
0,False,0.85,0.15,10000000,100000000000000,2034,0.894139626352016,0.743387413962635,53.392581120944
0.1,True,1,0,1,100000000000000,1062,0.743521657250471,0.743521657250471,55.4590583804143
0.1,True,1,0,1000000,100000000000000,1062,0.743521657250471,0.743521657250471,55.4590583804143
0.1,True,0.7,0.3,50000000,10000000000,678,0.745811209439528,0.745811209439528,56.3408112094395
0.3,True,0.9,0.1,100000000,1000000000000,34,0.746764705882353,0.746764705882353,52.9411764705882
0,True,0,1,1000000000,100000000000000,1425,0.756133333333333,0.756133333333333,53.9640350877193
-1,True,0,1,1000000000,100000000000000,1697,0.758962875662935,0.758962875662935,53.6827578078963
-1,True,0.2,0.8,1000000000,100000000000000,1697,0.758962875662935,0.758962875662935,53.6827578078963
-1,True,0.4,0.6,1000000000,100000000000000,1697,0.758962875662935,0.758962875662935,53.6827578078963
-1,True,0.6,0.4,1000000000,100000000000000,1697,0.758962875662935,0.758962875662935,53.6827578078963
-1,True,0.7,0.3,1000000000,100000000000000,1697,0.758962875662935,0.758962875662935,53.6827578078963
-1,True,0.75,0.25,1000000000,100000000000000,1697,0.758962875662935,0.758962875662935,53.6827578078963
-1,True,0.8,0.2,1000000000,100000000000000,1697,0.758962875662935,0.758962875662935,53.6827578078963
-1,True,0.85,0.15,1000000000,100000000000000,1697,0.758962875662935,0.758962875662935,53.6827578078963
-1,True,0.9,0.1,1000000000,100000000000000,1697,0.758962875662935,0.758962875662935,53.6827578078963
-1,True,0.95,0.05,1000000000,100000000000000,1697,0.758962875662935,0.758962875662935,53.6827578078963
-1,True,1,0,1000000000,100000000000000,1697,0.758962875662935,0.758962875662935,53.6827578078963
-0.5,True,0.4,0.6,1000000000,100000000000000,1697,0.758962875662935,0.758962875662935,53.6827578078963
-0.5,True,0.6,0.4,1000000000,100000000000000,1697,0.758962875662935,0.758962875662935,53.6827578078963
-0.5,True,0.7,0.3,1000000000,100000000000000,1697,0.758962875662935,0.758962875662935,53.6827578078963
-0.5,True,0.75,0.25,1000000000,100000000000000,1697,0.758962875662935,0.758962875662935,53.6827578078963
-0.5,True,0.8,0.2,1000000000,100000000000000,1697,0.758962875662935,0.758962875662935,53.6827578078963
-0.5,True,0.85,0.15,1000000000,100000000000000,1697,0.758962875662935,0.758962875662935,53.6827578078963
-0.5,True,0.9,0.1,1000000000,100000000000000,1697,0.758962875662935,0.758962875662935,53.6827578078963
-0.5,True,0.95,0.05,1000000000,100000000000000,1697,0.758962875662935,0.758962875662935,53.6827578078963
-0.5,True,1,0,1000000000,100000000000000,1697,0.758962875662935,0.758962875662935,53.6827578078963
0.1,True,0.85,0.15,1,100000000000000,1059,0.765099150141643,0.765099150141643,56.2802360717658
0.1,True,0.85,0.15,1000000,100000000000000,1059,0.765099150141643,0.765099150141643,56.2802360717658
0,False,0.75,0.25,100000000,1000000000000,1868,0.896686295503212,0.770631691648822,55.4065685224839
0.3,True,1,0,10000000,1000000000,35,0.770857142857143,0.770857142857143,51.4297142857143
0,False,0.9,0.1,1,100000000000000,2051,0.845704534373476,0.772242808386153,52.9491028766455
0,False,0.9,0.1,1000000,100000000000000,2051,0.845704534373476,0.772242808386153,52.9491028766455
0.25,True,1,0,100000000,1000000000000,130,0.773,0.773,54.6167692307692
0,True,0.85,0.15,50000000,10000000000,1397,0.773228346456693,0.773228346456693,53.9027201145311
0,True,0.4,0.6,100000000,1000000000000,1897,0.774064312071692,0.774064312071692,54.4539114391144
-0.5,True,0,1,1000000000,100000000000000,1692,0.775916075650118,0.775916075650118,53.6644917257683
0.1,False,1,0,1,100000000000000,1062,0.681647834274953,0.777702448210923,55.4590583804143
0.1,False,1,0,1000000,100000000000000,1062,0.681647834274953,0.777702448210923,55.4590583804143
0,False,0.95,0.05,1,100000000000000,2013,0.807948335817188,0.779692001987084,52.9059513164431
0,False,0.95,0.05,1000000,100000000000000,2013,0.807948335817188,0.779692001987084,52.9059513164431
0.15,True,0.2,0.8,1000000000,100000000000000,515,0.779922330097087,0.779922330097087,57.4759805825243
-0.5,True,0.2,0.8,1000000000,100000000000000,1695,0.78847197640118,0.78847197640118,53.7466253687316
0.3,True,0.95,0.05,100000000,1000000000000,43,0.791162790697674,0.791162790697674,55.8118604651163
0.1,True,0.9,0.1,1,100000000000000,1063,0.792793979303857,0.792793979303857,56.1614205079962
0.1,True,0.9,0.1,1000000,100000000000000,1063,0.792793979303857,0.792793979303857,56.1614205079962
0,False,0.85,0.15,100000000,1000000000000,1817,0.939928453494772,0.793560814529444,55.696598789213
0,False,0.8,0.2,100000000,1000000000000,1841,0.931216730038023,0.796827810972298,55.5146116241173
0.2,True,0.95,0.05,10000000,100000000000000,318,0.798176100628931,0.798176100628931,57.86
0,True,0.2,0.8,100000000,1000000000000,1881,0.799973418394471,0.799973418394471,54.1759117490697
0.1,False,0.95,0.05,1,100000000000000,1064,0.79328947368421,0.800328947368421,56.0169830827068
0.1,False,0.95,0.05,1000000,100000000000000,1064,0.79328947368421,0.800328947368421,56.0169830827068
0.1,False,0.6,0.4,1,100000000000000,1077,0.591095636025998,0.805970287836583,54.9675858867224
0.1,False,0.6,0.4,1000000,100000000000000,1077,0.591095636025998,0.805970287836583,54.9675858867224
0.3,True,0.75,0.25,50000000,10000000000,19,0.806842105263158,0.806842105263158,57.8952631578947
0.25,False,0.4,0.6,1000000000,100000000000000,181,0.530110497237569,0.813646408839779,61.324861878453
0.1,True,0.75,0.25,50000000,10000000000,680,0.814264705882353,0.814264705882353,56.1755294117647
0.15,True,0.8,0.2,10000000,100000000000000,576,0.814965277777778,0.814965277777778,58.3360763888889
0.25,True,0.75,0.25,1000000000,100000000000000,61,0.817540983606557,0.817540983606557,60.6547540983607
0,True,0.95,0.05,50000000,10000000000,1353,0.819342202512934,0.819342202512934,54.1752549889135
0.3,True,0.75,0.25,10000000,100000000000000,35,0.820857142857143,0.820857142857143,60.0005714285714
0,False,0.9,0.1,10000000,100000000000000,1998,0.986226226226226,0.822702702702703,53.8017817817818
0.35,True,0.95,0.05,10000000,1000000000,10,0.823,0.823,60
0.1,True,0.4,0.6,1000000000,100000000000000,635,0.82340157480315,0.82340157480315,56.8530393700787
0,False,1,0,1,100000000000000,1970,0.799147208121827,0.825451776649746,53.3511827411168
0,False,1,0,1000000,100000000000000,1970,0.799147208121827,0.825451776649746,53.3511827411168
0.1,True,0.95,0.05,1,100000000000000,1064,0.826917293233083,0.826917293233083,56.0169830827068
0.1,True,0.95,0.05,1000000,100000000000000,1064,0.826917293233083,0.826917293233083,56.0169830827068
0,False,0.95,0.05,10000000,100000000000000,1964,0.945040733197556,0.831242362525458,53.6697708757638
0.1,True,0.8,0.2,10000000,100000000000000,1047,0.832884431709647,0.832884431709647,56.5441451766953
0.15,True,1,0,1,100000000000000,662,0.839697885196375,0.839697885196375,56.1920996978852
0.15,True,1,0,1000000,100000000000000,662,0.839697885196375,0.839697885196375,56.1920996978852
0,True,0.9,0.1,50000000,10000000000,1373,0.839817916970138,0.839817916970138,54.4088128186453
0.15,True,0.9,0.1,10000000,100000000000000,605,0.839933884297521,0.839933884297521,57.3528925619835
0.1,False,1,0,10000000,100000000000000,1036,1.02743243243243,0.841013513513514,56.4639961389961
0.2,True,0,1,1000000000,100000000000000,458,0.84471615720524,0.84471615720524,57.4260262008734
0.1,False,0.6,0.4,10000000,100000000000000,1047,0.692292263610315,0.848529130850048,55.9690926456543
0.25,True,0.85,0.15,100000000,1000000000000,93,0.853333333333333,0.853333333333333,56.9908602150538
0.15,True,0.95,0.05,10000000,100000000000000,616,0.854577922077922,0.854577922077922,57.6323051948052
0,True,0.6,0.4,100000000,1000000000000,1883,0.863313860860329,0.863313860860329,54.8597716409984
0.1,False,0.95,0.05,10000000,100000000000000,1039,1.11937439846006,0.87162656400385,56.9781905678537
0,False,1,0,10000000,100000000000000,1922,0.944635796045786,0.878225806451613,54.1132466181061
0.1,False,0.6,0.4,100000000,1000000000000,932,0.800343347639485,0.881952789699571,58.2600429184549
0.1,False,0.4,0.6,1000000000,100000000000000,635,0.681543307086614,0.883543307086614,56.8530393700787
0.15,True,0.7,0.3,50000000,10000000000,382,0.883874345549738,0.883874345549738,56.0179581151833
0,False,0.9,0.1,100000000,1000000000000,1785,1.03436974789916,0.884218487394958,56.1324033613445
0.15,True,0.85,0.15,10000000,100000000000000,579,0.891571675302246,0.891571675302246,58.030207253886
0.3,True,1,0,10000000,100000000000000,70,0.893142857142857,0.893142857142857,54.2872857142857
0,False,0.95,0.05,100000000,1000000000000,1755,1.01879202279202,0.895601139601139,56.0134017094017
0.1,False,1,0,100000000,1000000000000,926,1.12978401727862,0.897213822894169,59.0719114470842
0.25,True,0.95,0.05,50000000,10000000000,81,0.913827160493827,0.913827160493827,56.7927160493827
0.1,True,1,0,10000000,100000000000000,1036,0.91703667953668,0.91703667953668,56.4639961389961
0.1,False,0.95,0.05,100000000,1000000000000,936,1.1882905982906,0.918482905982906,59.2916239316239
0.3,True,0.4,0.6,1000000000,100000000000000,106,0.923207547169812,0.923207547169812,63.21
0.1,False,0.7,0.3,1,100000000000000,1068,0.541123595505618,0.924775280898876,55.1481647940075
0.1,False,0.7,0.3,1000000,100000000000000,1068,0.541123595505618,0.924775280898876,55.1481647940075
0.15,False,0.4,0.6,1,100000000000000,743,0.466150740242261,0.925827725437416,52.3556796769852
0.15,False,0.4,0.6,1000000,100000000000000,743,0.466150740242261,0.925827725437416,52.3556796769852
0,True,1,0,50000000,10000000000,1328,0.927387048192771,0.927387048192771,54.5925978915663
0.1,True,0.85,0.15,10000000,100000000000000,1033,0.940300096805421,0.940300096805421,57.3090997095837
0,False,1,0,100000000,1000000000000,1719,1.03667830133799,0.946719022687609,56.485154159395
0.2,True,1,0,10000000,100000000000000,347,0.949250720461095,0.949250720461095,58.791469740634
0.15,False,1,0,1,100000000000000,662,1.17160120845921,0.952673716012085,56.1920996978852
0.15,False,1,0,1000000,100000000000000,662,1.17160120845921,0.952673716012085,56.1920996978852
0.15,False,0.6,0.4,1,100000000000000,649,0.538197226502311,0.955916795069338,54.3901694915254
0.15,False,0.6,0.4,1000000,100000000000000,649,0.538197226502311,0.955916795069338,54.3901694915254
0.1,False,0.75,0.25,1,100000000000000,1065,0.512845070422535,0.959230046948357,55.1183943661972
0.1,False,0.75,0.25,1000000,100000000000000,1065,0.512845070422535,0.959230046948357,55.1183943661972
0.15,False,0.4,0.6,10000000,100000000000000,726,0.541694214876033,0.962355371900826,53.1687878787879
0,True,0.7,0.3,100000000,1000000000000,1893,0.964669836238774,0.964669836238774,54.9368621236133
0.2,True,0.6,0.4,100000000,1000000000000,298,0.96503355704698,0.96503355704698,59.0612751677852
0,False,0.6,0.4,1000000000,100000000000000,1224,0.770351307189543,0.967017973856209,56.2064624183007
0.1,False,0.7,0.3,10000000,100000000000000,1042,0.656785028790787,0.967533589251439,56.0466026871401
0.1,True,0.6,0.4,100000000,1000000000000,932,0.969871244635193,0.969871244635193,58.2600429184549
0.1,True,0.9,0.1,10000000,100000000000000,1037,0.97374156219865,0.97374156219865,57.1848794599807
0.15,False,0.8,0.2,1,100000000000000,595,1.08339495798319,0.979831932773109,56.975781512605
0.15,False,0.8,0.2,1000000,100000000000000,595,1.08339495798319,0.979831932773109,56.975781512605
0.1,False,0.9,0.1,1,100000000000000,1063,0.981411100658514,0.987817497648166,56.1614205079962
0.1,False,0.9,0.1,1000000,100000000000000,1063,0.981411100658514,0.987817497648166,56.1614205079962
0.1,True,0.95,0.05,10000000,100000000000000,1039,0.995062560153994,0.995062560153994,56.9781905678537
0.2,True,0.4,0.6,1000000000,100000000000000,290,0.996862068965517,0.996862068965517,60.3462413793103
0.15,False,1,0,10000000,100000000000000,643,1.33202177293935,0.999362363919129,57.2310419906687
0.2,True,0.9,0.1,1000000000,100000000000000,181,0.999834254143646,0.999834254143646,61.3242541436464
0.2,False,0.4,0.6,1,100000000000000,500,0.32582,1.00356,53.6031
0.2,False,0.4,0.6,1000000,100000000000000,500,0.32582,1.00356,53.6031
0.2,False,0.9,0.1,1,100000000000000,304,0.68125,1.00401315789474,55.9227302631579
0.2,False,0.9,0.1,1000000,100000000000000,304,0.68125,1.00401315789474,55.9227302631579
0.25,True,0.9,0.1,100000000,1000000000000,97,1.00422680412371,1.00422680412371,58.7611340206186
0.3,True,1,0,1000000000,100000000000000,35,1.00628571428571,1.00628571428571,57.1457142857143
0.25,True,0.8,0.2,50000000,10000000000,62,1.00645161290323,1.00645161290323,56.4509677419355
0.2,False,0.85,0.15,1,100000000000000,286,0.466713286713287,1.00653846153846,55.9398601398601
0.2,False,0.85,0.15,1000000,100000000000000,286,0.466713286713287,1.00653846153846,55.9398601398601
0.15,False,0.6,0.4,10000000,100000000000000,632,0.708544303797468,1.00735759493671,55.3822626582279
0.25,True,0.9,0.1,50000000,10000000000,71,1.01267605633803,1.01267605633803,57.7484507042254
0.1,False,0.7,0.3,100000000,1000000000000,934,0.851220556745182,1.01361884368308,58.0330192719486
0.2,False,0.8,0.2,1,100000000000000,288,0.350625,1.01364583333333,56.5961458333333
